IE_XML_ID;IE_NAME;IP_PROP101;IP_PROP169;IP_PROP170;IP_PROP103;IP_PROP104;IP_PROP105;IP_PROP106;IP_PROP113
64956;Нижний Тагил, Студия San Marco (ИП Калакуцкий М.А.) ;ул. Октябрьской революции, д.66 (5 этаж), образцы, инсталляция;ЦУМ;"Торговый центр ""ЦУМ""";ИП Калакуцкий М.А.;Студия интерьерных решений San Marco;3435421248;dp2815@yandex.ru;3522
64957;Нижний Тагил, магазин SULTAN (ИП Султанов А.Р.) ;ул. Ленина, д.13 (2 этаж), образцы, инсталляция;;;ИП Султанов А.Р.;магазин отделочных материалов SULTAN;3435379041;info@isultan.ru;3522
64993; г. Серов, Салон Марабу (ИП Михайлова Н.С.) ;ул. Карла Маркса, 26, офис 4 (образцы);;;ИП Михайлова Н.С.;Салон Интерьерных решений Марабу;3438575363;marabu-tdrus@mail.ru;64992
64995;"г. Качканар, Магазин обоев &quot;ТехностройДекор&quot; (ООО &quot;Технострой-Декор&quot;) ";ул. Качканарская, 2б (образцы);;;"ООО ""Технострой-Декор""";"Магазин обоев ""ТехностройДекор""";3434131051;tsdekor@bk.ru;64994
64997; г. Новоуральск, Салон Да Винчи (ТЦ Территория) ;ул. Комсомольская, 18, 2 этаж (образцы);ТЦ Территория;;"ООО ""ДаВинчи""";Салон интерьера и мебели Да Винчи;"3437075115; 9041719907";salon66@bk.ru;64996
64998;" г. Новоуральск, магазин &quot;Строй Решение&quot; (ИП Дедюхина А.И.) ";ул. Крупской, 11 (образцы, инсталляция);;;ИП Дедюхина А.И.;"магазин ""Строй Решение""";3437091934; str-nv@bk.ru;64996
64999;"Первоуральск, магазин &quot;Галерея Керамики&quot; (ИП Францкевич М.А.) ";ул. Ленина, д.25а, образцы;;;ИП Францкевич М.А.;"магазин ""Галерея Керамики""";3439221332;luxkeramika@yandex.ru;3556
65001;г. Лесной, компания ART Дизайн  ;ул. Ленина, 5а (образцы);;;"ООО ""ART Дизайн""";компания ART Дизайн;3434270833;artdesign4@yandex.ru;65000
65003;"г. Ирбит, &quot;Центр дизайна&quot; (ИП Кузеванова В.А.) ";ул. Советская, 94;"""Центр дизайна""";;ИП Кузеванова В.А.;"""Центр дизайна""";"3435570077; 9588837447";info@70077.ru;65002
65005;"г. Ревда, магазин &quot;7 квадратных метров&quot; (ИП Епифанова Е.В.) ";ул. О.Кошевого, д.31 (образцы);;;ИП Епифанова Е.В.;"магазин ""7 квадратных метров""";9222112478;sevencom777@mail.ru;65004
66547;"Междуреченск, Центр дизайна &quot;Доминанта&quot; (ИП Мухорчева) ";ул. Лазо, д.35, этаж 1;;;ИП Мухорчева;"Центр дизайна ""Доминанта""";9236303663;dominanta42@gmail.com;66545
66638;"Южно-Сахалинск, Магазин декоративных красок и лепнины  (ООО &amp;quot;ПРАЙМ САХ&amp;quot;) ";ул. Есенина д. 7В, ;;;"ООО ""ПРАЙМ САХ""";Магазин декоративных красок и лепнины ;"+7 (4242) 55-62-68; +7 (4242) 25-52-59";interiorsalonsakh@gmail.com;6132
66639;Южно-Сахалинск, Фламинго (ИП Иванов Е.А.) ;ул. Комсомольская, д. 247б;ТД Зодчий;;ИП Иванов Е.А.;Фламинго;4242556533;;6132
66640;Южно-Сахалинск, Роял (ИП Иванов Е.А.) ;ул. Украинская, д. 65;ТД Идея;;ИП Иванов Е.А.;Роял;4242556109;;6132
66641;Южно-Сахалинск, Виттория (ИП Иванов Е.А.) ;ул. Железнодорожная, д. 168, корп. 2;Гипермаркет Зодчий;;ИП Иванов Е.А.;Виттория;4242556031;;6132
70969;Тбилиси, Салон «STUDIO CASA» (ООО Презент) ;ул. Торнике Эристави, д. 1, этаж 1;отдельный салон;;ООО Презент;Салон «STUDIO CASA»;"995558111711; 995558111711";baindurov07@mail.ru;70968
74830;"Курган, магазин &quot;DeKoр&quot; (ИП Панасов И.В.) ";ул. Гоголя, д. 128, образцы, инсталляция;;;ИП Панасов И.В.;"магазин обоев ""DeKoр""";3522630143;dekor_oboi@mail.ru;3481
74866;Каменск-Уральский, студия DERUFA (ИП Сарапульцева Е.Г.) ;ул. Челябинская, д.18, образцы;Дом Контор;;ИП Сарапульцева Екатерина Григорьевна;студия декора и дизайна интерьера DERUFA;9089089029;derufa-kamensk@mail.ru;3462
76011;Камышин, ARCOBALENO (ИП Маликова Е.А.) ;5 микрорайон, д 52в (1 этаж);;;ИП Маликова Е.А.;ARCOBALENO;9272514319;malikova.e@bk.ru;76007
76695;Москва, Фермерский базар Бессарабка (ИП Будза С.В.) ;ул. Ленина, д.76, корпус 1, пав. 25;Фермерский базар Бессарабка;;ИП Будза С.В.;Дом лепнины;9060378109;info@lepnostyle.ru;3109
77519;Москва, FUKSI (ИП Мартиросян А.С.) ;Киевское шоссе д. 8, 23-й км, строение 1, пав. GR32 (1 этаж);"ТРЦ ""Family Room""";;ИП Мартиросян А.С.;FUKSI;"+7 (495) 790-40-30; +7 (916) 157-56-46";info@fuksi.ru;3109
82380;"Рязань, ЕВРОПЛАСТ (ООО &amp;quot;ПЛАНЕТА ДЕКОРА&amp;quot;) ";г. Рязань, 185 км. Окружной дороги, стр. 2А/4, этаж 1;"Торговый центр ""ДОМ"", 1-й этаж";"ТЦ ""ДОМ"", сзади магазина АПЕЛЬСИН";"ООО ""ПЛАНЕТА ДЕКОРА""";ЕВРОПЛАСТ;"+7 (800) 222-52-27; +7 (926) 274-70-37";planeta-decora@mail.ru;3189
83732;Баку, CASAMİA ;ул. Академика Гасана Алиева, д. 51;сеть магазинов CASAMİA;;CASAMİA;;"994125416171; 994502663030 ";info@casamia.az;3287
83733;Баку, CASAMİA ;пр. Свободы, д. 199;сеть магазинов CASAMİA;;CASAMİA;;994125411718;info@casamia.az;3287
83744;Баку, CASAMİA ;ул. М. Мушфига, 11/13;сеть магазинов CASAMİA;;CASAMİA;;994125380585;info@casamia.az;3287
85134;Краснодар, Goldshell (ИП Шичков) ;улица Бабушкина, д.234, 2 этаж;;;Goldshell (ИП Шичков);Goldshell;9951232234;;3149
85135;Краснодар, Центральный склад Европласт (ООО «Дом Декора») ;улица Майский проезд, 18/10, 1 этаж;Складской комплекс;;Дом Декора (ООО «Дом Декора»);Центральный склад Европласт;"9184397414; 9034593567";logist@decorinfo.ru;3149
85267;"Ярославль, Салон &quot;Европласт&quot; (ООО &quot;Феникс&quot;) ";проспект Фрунзе, д. 30, 1 этаж;"ТЦ ""Аксон""";;"ООО ""Феникс""";Европласт;9065117650;evroplast_yar@mail.ru;3237
94618;"Ташкент, ООО &quot;Evotek&quot; ";ул.Оккургон, д. 14А, 1 этаж;;;"СП ООО ""EVOTEK""";PREMIERA;998955154949;info@premierauz.uz;3671
94983;"Лабытнанги, Компания &amp;quot;Арт Триумф&amp;quot; (ООО «Новый Рим») ";ул.Республики, д. 77, 1 этаж;" Интерьерный салон ""Арт Триумф""";;ООО «Новый Рим»;"Компания ""Арт Триумф""";"+7 (349) 226-19-71; +7 (902) 816-19-71";rommus4371@mail.ru;94982
94986;"Нижнекамск, М-н &amp;quot;Метр&amp;quot; (ИП Капарчук С. В.) ";улица Шинников, д. 35А;"М-н ""Метр""";"Фитнес центр ""Оранж""";ИП Капарчук С. В.;"М-н ""Метр""";+7 (917) 907-17-77;sankam16@mail.ru;6531
95111;Альметьевск, Стройключ (Статус Кво) ;ул.Индустриальная, д. 28, 1 этаж;магазин;;Статус Кво;Стройключ;"9872269624; 9872701267";zakaz@evroplast116.ru;3723
96701;Москва, Дом Лепнины (ИП Горбаченко К.А.) ;"Одинцовский район, РП Новоивановское, ул.Западная, строение 100, пав. ""В""-46";"ТЦ ""Можайский Двор""";ЖД станция Немчиновка;ИП Горбаченко К.А.;Дом Лепнины;"+7 (925) 079-85-22; +7 (965) 378-08-97";domlepnina@mail.ru;3109
96704;"Москва, ТК &quot;Строй Парк&quot; (ИП Горбаченко К.А.) ";"г. Балашиха, м-рн Железнодорожный, ул.Пригородная, 92 ""В"", пав.6 (1 этаж)";"ТК ""Строй Парк""";;ИП Горбаченко К.А.;"""Дом лепнины""";"9250798522; 9299682068";domlepnina@mail.ru;3109
96707;"Москва, &amp;quot;Дом лепнины&amp;quot; (ИП Горбаченко К.А.) ";"г.Реутов, а/м Москва-Н.Новгород, владение 19, к.""З"", пав. 11-12 ";"ТК ""Владимирский Тракт""";;ИП Горбаченко К.А.;"""Дом лепнины""";"+7 (925) 079-85-22; +7 (929) 968-20-68";domlepnina@mail.ru;3109
98320;"Самара, офис FORROOM (ООО &amp;quot;Форрум&amp;quot;) ";ул. Арцыбушевская, д. 33 (1 этаж);;;"ООО ""Форрум""";офис FORROOM;+7 (846) 200-06-43;opt@forroom.ru;3192
98429;"Костанай, Интерьерный салон &quot;Décor Room&quot; (ИП Чагай) ";ул.Алтынсарина, д.108, 1 этаж;;;ИП Чагай;"Интерьерный салон ""Décor Room""";7773018080;region2@premiera.kz;98428
98437;Атырау, магазин Ак Орда (ИП Кабдуллина) ;мкр.Авангард, ул.Курмангазы, д.39, 1 этаж;;мкр. Авангард;ИП Кабдуллина;магазин Ак Орда;7019958819;region1@premiera.kz;6325
98459;"Тараз, Студия дизайна Альбины Галимовой (ИП Галимов Ф.Р.)&quot; ";ул.Ташкентская, д.150, 1 этаж;Торговый дом;;ИП Галимов Ф.Р.;Студия дизайна Альбины Галимовой;7772311939;region1@premiera.kz;3314
98465;г.Нур-Султан (Астана), Дизайн Авеню (ИП Демир) ;ул.Момышулы, д.16 (1 этаж);;;ИП Демир;Дизайн Авеню;7022833383;region2@premiera.kz;3342
98466;г.Нур-Султан (Астана), Обои Лайк (ИП Транссервис) ;ул.Кабанбай батыра, д.11 (1 этаж);;;ИП Транссервис;Обои Лайк;7019857558;region2@premiera.kz;3342
98467;Павлодар, Стиль-Декор  (ИП Гартман) ;ул.Первое мая, д.1, 1 этаж;;;ИП Гартман;Стиль-Декор;7022106812;region2@premiera.kz;6331
98470;Семей, Декор (ТОО Крафт) ;ул.Кабанбай батыра, д.2, 1 этаж;Жилой дом;;ТОО Крафт;Декор;7772525052;region2@premiera.kz;98468
98484;"Усть-Каменогорск, Салон &quot;Décor Room&quot; (ИП Бутрина) ";ул.Сатпаева, 172/1 (1 этаж);"ТЦ ""Свой дом""";;ИП Бутрина;"Салон ""Décor Room""";7772470909;region2@premiera.kz;3247
98485;Алматы, Саламат 2 (ИП Казахов) ;ул.Шевченко, 204А (1 этаж);Строительный рынок;;ИП Казахов;Саламат 2;"7758696969; 7011388095";region2@premiera.kz;3310
98487;Алматы, Рынок строй сити (ИП Строй сити) ;ул.Рыскулова, 103В (1 этаж);Строительный рынок;;ИП Строй сити;Рынок строй сити;7011417647;region2@premiera.kz;3310
99928;"Псков, ООО &quot;Пристань&quot; улица Л. Поземского ";улица Л. Поземского, д. 92, пав. 22;Строительный рынок на Алмазной;;"ООО ""Пристань""";;9658102515;;3318
101158;"Шымкент, &quot;Мастер Лес Interiors&quot; (ИП Кудинов) ";ул. Толстого, 35 (цокольный и 2 этаж);"В здании магазина ""Colombini Casa""";пересечение с ул. Казыбек Би;ИП Кудинов;"""Мастер Лес Interiors""";"7029143544; 7252394455";region1@premiera.kz;3312
102941;"Северодвинск, Интерьерный салон &quot;Лигрант&quot; (ООО &quot;Комплект&quot;) ";ул. Плюснина, д.1, 1 этаж;Интерьерный салон;пл. Ленина;"ООО ""Комплект""";"Интерьерный салон ""Лигрант""";9523061880;arh.evroplast@inbox.ru;102940
104147;Саранск, Элит Декор (ИП Козлова И.В.) ;ул Строительная, д. 2В, 1 этаж, пав. 1 и 2;Торгово-офисное здание;;ИП Козлова И.В.;Элит Декор;"+7 (8342) 36-26-00; +7 (917) 692-00-22";diz-nov-dom@yandex.ru;6137
108728;Москва, Обойный шоу-рум (ИП Бутырская Т.Б.) ;Московская обл, Серпуховской р-н, д.Ивановское, ул.Пролетарская, д. 45, 1эт;"Торговый центр ""Арт Строй""";;ИП Бутырская Т.Б.;Обойный шоу-рум;+7(966)373-72-19;oboiserp@list.ru;3109
108733;Московская обл, Серпуховской р-н, д.Ивановское (ИП Никишина) ;Московская обл., г.Серпухов, ул. Войкова, д.36/1 (1 этаж);;Автомойка Ока;ИП Никишина ;Салон плитки и дизайна;;oksel-plitka@yandex.ru;3109
110322;Московская обл., г.Жуковский, ИП Кирилов А.В. ;г. Жуковский, ул. Театральная, д. 3, стр. 1, 1 этаж, пав. 245 и 7ОП (Теремок);Ярмарка на Театральной;;ИП Кирилов А.В.;Лепнина;9261494046;planeta-decora@mail.ru;3109
110705;"Новый Уренгой, Салон&amp;quot; Венеция&amp;quot; (ИП Новицкий Станислав Аркадьевич) ";мкр. Мирный , 1/7 А, 1 этаж;"Салон"" Венеция""";;ИП Новицкий Станислав Аркадьевич;"Салон"" Венеция""";"+7 (922) 002-21-61; +7 (929) 257-88-44";nov_eduard@mail.ru;6299
111800;"Абакан, &amp;quot;QuickStep&amp;quot; (ИП Брух Н.П.) ";улица Кирова, д. 120, этаж 1;;;ИП Брух Н.П.;"""QuickStep""";"+7 (3902) 24-88-81; +7 (3902) 34-68-00";admzodchie@mail.ru;3255
111801;Абакан, склад (ИП Рожков С.Б.) ;улица Фабричная, д. 29, этаж 1;;;ИП Рожков С.Б.;склад;3902287711;;3255
117725;Москва, Лепнина парк (ИП Сафарян А.О.) ;"22-ой километр Киевское шоссе, Домовладение №4, строение 2, корпус ""Г"", этаж 2, пав. 273 ""Г""";"Бизнес-Парк ""Румянцево""";Метро Румянцево;ИП Сафарян А.О.;Лепнина парк;"+7 (925) 038-58-57; +7 (909) 997-58-58";lepnina.park@yandex.ru;3109
117733;Москва, Представительство PITERRA (Питерра) ;ул. Верхняя Радищевская, д. 8 стр. 2;отдельный салон;;;Представительство PITERRA;8007070167;shop@piterra.ru;3109
118411;"Москва, Лепнина (ИП Шмаленко Д.В. / ООО &amp;quot;Интерьер&amp;quot;) ";г. Реутов, ул. Северный проезд, д.1, корпус П, линия 1, 2 этаж, павильон 15;ТК Владимирский тракт;Большой торговый комплекс, не рынок.;"ИП Шмаленко Д.В. / ООО ""Интерьер""";Лепнина;"+7 (925) 018-10-58; +7 (495) 740-62-74";info@evroplast-moskva.ru;3109
130344;"Ишим, Магазин &quot;СтройГрад&quot;  "; ул. проезд Мясокомбината, 9а, стр.2, корпус 1, 1 этаж;отдельно ;;ИП Филимонов Алексей Сергеевич;"Магазин ""СтройГрад"" ";"3455155757; 3455173202";baza-stroygrad@mail.ru;3456
130348;"Нефтеюганск, магазин &quot;КЕРАМИКА&quot; ";9А микрорайон, строение 28, 1 этаж;"магазин ""КЕРАМИКА""";;ИП Марко Марина Анатольевна;"магазин ""КЕРАМИКА""";9582758588;ip.marko@mail.ru;6305
130426;"Нижневартовск, Салон &quot;Интерьерум&quot; ООО &quot;Арт-Керамика&quot; ";ул. ​Интернациональная, 38а, 2 этаж, пав. 31;"ТЦ ""ВЕГАС""";;"ООО ""Арт-Керамика""";"Салон ""Интерьерум""";3466520098;artkeramika1@mail.ru;3168
130427;"Новый Уренгой, Магазин &quot;Строймаркет&quot; ООО &quot;Муравей&quot; ";мкр. Монтажник, 63;;;"ООО ""Муравей""";"Магазин ""Строймаркет""";"9320983852; 34949171299";nur-logistics@sm089.ru;6299
130431;Салехард, ООО «Юком.Ру» ;ул. Объездная, д. 44Б;офис;;ООО «Юком.Ру»;;9068855050;info@jucom.ru;53164
130501;"Тобольск, Салон &quot;ГринВуд&quot; ИП Герендазов  ";9 микрорайон, д. 34в;"ТД ""ГринВуд""";;ИП Герендазов Амир Павлович;"Салон ""ГринВуд""";"9829478300; 9199334433";S89129254820@yandex.ru;3616
130516;Ханты-Мансийск, Студия Richi-Design ИП Рычков  ;ул. Мира, 122, 4 этаж, пав. 2, 3;ТЦ BRAVO;;ИП Рычков Сергей Витальевич ;Студия Richi-Design;"9227672202; 9519737329";richi-design@mail.ru;3644
130524;Нижневартовск, Салон эксклюзивных обоев Mr.Wallpaper ИП Соболевский ;ул.Индустриальная, 7, стр. 1, 2 этаж, пав. 36;"ТЦ ""ВДНХ""";;ИП Соболевский Игорь Павлович;Салон эксклюзивных обоев Mr.Wallpaper;3466680353;nv-oboi@mail.ru;3168
130525;"Нижневартовск, Салон &quot;Style Home&quot;, ИП Недвецкая Наталья Борисовна ";ул.Авиаторов, 1, (1, 2 этаж);"ТЦ ""Ре-монти""";Салон Style Home остров;ИП Недвецкая Наталья Борисовна;"Салон ""Style Home""";9129380089;suhih.ov@sh-rf.ru;3168
130526;Нижневартовск, Салон Interiorclub, ИП Сизиков И.П. ;ул. ​Индустриальная, 29, стр.11, пав. 157 (2 этаж);"ТЦ ""Полигон""";;ИП Сизиков И.П.;Салон Interiorclub;9227820776;info@interiorclub.su;3168
130527;Нижневартовск, Валишева ИП  и  Свой Взгляд ООО ;улица Мира, д. 24 (1 этаж);"Студия ""Свой взгляд""";;"ИП Валишева и ООО ""Свой Взгляд""";"Студия ""Свой взгляд""";"9220005061; 9220005737";631636@mail.ru;3168
130529;Нижневартовск, Салон Smceramica, ИП Исмаилов Андрей Анатольевич ;ул. ​Индустриальная, 29, стр.11, пав. 141 (2 этаж);"ТЦ ""Полигон""";;ИП Исмаилов Андрей Анатольевич;Салон Smceramica;9028544399;ism-nv@mail.ru;3168
130531;"Нижневартовск, Салон &quot;Аврора&quot; ";улица Ленина, 2П-20, стр. 16 (1 этаж);;;"ООО ""Аврора""";"Салон ""Аврора""";3466584717;avrora584717@mail.ru;3168
130532;"Ноябрьск, Строймаркет ООО &quot;Муравей&quot; ";Юго-Восточный промышленный узел, 9В;Строймаркет;;"ООО ""Муравей""";Строймаркет;3496343006;sm.dekor@mail.ru;130517
130536;Ноябрьск, ST Studio ИП Карпович С.А.  ;ул. Магистральная, 121а;;;ИП Карпович С.А. ;ST Studio;9124304214;Yamal.dez@yandex.ru;130517
130687;Балаково, магазин «Арсенал» ИП Оконечников Сергей Анатольевич ;улица Комарова, д. 9;;Салон находится между зданием Горгаза и магазином Светофор ;ИП Оконечников Сергей Анатольевич;магазин «Арсенал» ;"8453682904; 9272252904";arsenal.plitka@mail.ru keramoo@mail.ru;130682
130965;Санкт-Петербург, Piterra ТК «Кубатура» (PITERRA) ;ул. Фучика, д. 9А, этаж 1, секция 1.2 ;Торговый комплекс «Кубатура»;Вход со стороны ул. Будапештская;;PITERRA;8007070167;shop@piterra.ru;3196
131047;"Элиста, &quot;Современные Интерьеры&quot; ул. Клыкова 79А (ООО &quot;Керамика СВ&quot;) ";ул. Клыкова, д.79А (этаж 0);Цоколь жилого 5-этажного дома;"рядом с магазином ""Интериор металл""";"ООО ""Керамика СВ""";"""Современные Интерьеры""";9374681158;sovinter08@mail.ru;3431
131048;"Элиста, &quot;Современные Интерьеры&quot; ул. Клыкова 106А (ООО &quot;Керамика СВ&quot;) ";ул. Клыкова, д.106А (этаж 1);первый этаж, левое крыло, 2-этажного офисного здания;остановка старый сто первый, новое двухэтажное здание, вдоль дороги;"ООО ""Керамика СВ""";"""Современные Интерьеры""";"9615419344; 9276470977";kerama08@mail.ru;3431
131049;Рига, Salons ELEMENTS (SIA ELEMENTS) ;Brīvības iela 165, Rīga;;;SIA ELEMENTS;Salons ELEMENTS;"37124602790; 37120050700";info@salonselements.lv;3727
131410;"Москва, Павильон &amp;quot;АЛЛО-ЛЕПНИНА&amp;quot; (ИП Марченко П.А.) ";д. Юрлово, ул. Пятницкая, стр. 1, 2, этаж 1, пав. А5-1 ;"Торговый центр ""Идеальный дом""";"Первая линия от трассы по направлению ""В Москву""";ИП Марченко П.А.;"Павильон ""АЛЛО-ЛЕПНИНА""";+7 (903) 108-39-52;89031083952@ya.ru;3109
134643;"Белебей, магазин  &quot;СтройДом&quot;  (ИП Козлова О.В.) ";улица Сыртлановой, д. 18А, этаж 1;;;ИП Козлова О.В.;"магазин  ""СтройДом"" ";73478648007;stroydom25@rambler.ru;134642
134648;"Салават, Салон обоев &quot;Elite House&quot; (ИП Ишембитов Ф. Г.) ";улица Уфимская, д. 68, этаж 1;;;ИП Ишембитов Ф. Г.;"Салон обоев ""Elite House"" ";73476360100;ishembitdoor@mail.ru;134647
135825;Котлас, Те.Самые.Двери. (ИП Турышев Александр Павлович) ;ул. Мира, д. 43, 3 этаж;ТЦ Арена;Городская больница, Пятерочка;ИП Турышев Александр Павлович;Те.Самые.Двери.;+7 (950) 257-05-57;alex.dveri29@bk.ru;135824
137006;"Нефтекамск, Дом Декор (ИП Березина С.В.) &quot;Модный Дом&quot; ";проспект Комсомольский, д.68, 1 этаж;Магазин;;ИП Березина С.В.;"Интерьерный салон ""Модный Дом""";"9174157223; 9649525330";sv-luna@mail.ru;6572
137100;Джалал-Абад, Магазин «Декор Юг»  ;ул.Алыкулова, 1, бутик 104;гипермаркет Строй парк;;;Магазин «Декор Юг» ;"996771090046; 996555822582";;137099
137548;"Усть-Каменогорск, Салон &quot;Nota Bene&quot; (ТОО NS Tarde) ";ул.Амре Кашаубаева, д.4;Торговый дом;;ТОО NS Trade;"Салон ""Nota Bene""";7772223817;region2@premiera.kz;3247
137550;"Усть-Каменогорск, Салон &quot;Nota Bene&quot; (ТОО NS Tarde) ";ул.Севастопольская, д.8;Торговый дом;;ТОО NS Trade;"Салон ""Nota Bene""";7772223817;region2@premiera.kz;3247
137551;"Усть-Каменогорск, Салон &quot;Nota Bene&quot; (ТОО NS Tarde) ";ул.Мызы, д.16/1;Торговый дом;;ТОО NS Trade;"Салон ""Nota Bene""";7772223817;region2@premiera.kz;3247
137555;"Усть-Каменогорск, Салон &quot;Nota Bene&quot; (ТОО NS Tarde) ";ул.Рабочая д.6/1;Торговый дом;;ТОО NS Trade;"Салон ""Nota Bene""";7772223817;region2@premiera.kz;3247
137559;"Кызылорда, магазин &quot;Maxidom&quot; (ИП Керемет) ";ул.Муратбаева, д.68, 1 этаж;;;ИП Керемет;"магазин ""Maxidom""";7775021417;region1@premiera.kz;6728
137560;"Кызылорда, магазин &quot;Sandecor&quot; (ИП Кайсар) ";ул.М.Шокая, д.199;;"Здание ""Выше крыши""";ИП Кайсар;"магазин ""Sandecor""";7029204007;region1@premiera.kz;6728
137565;Костанай, Интерьерный салон Буржуа (ИП Черкасова) ;ул.Алтынсарина, д.119, 1 этаж;;;ИП Черкасова;Интерьерный салон Буржуа;7772845115;region2@premiera.kz;98428
137567;Кокшетау, Империя дверей (ИП Кажибаева) ;ул.Габдуллина, д.34, 1 этаж;;;ИП Кажибаева;Империя дверей;7071501035;;3350
137573;Караганда, AsiaDesignCentre (ИП AsiaDesignCentre) ;ул. Жамбыла, д.1, 2 этаж;;;ИП AsiaDesignCentre;AsiaDesignCentre;7780500028;;3347
137575;Караганда, Décor City (ИП Décor City) ;ул.Момышулы, д.28;;;ИП Décor City;Décor City;7059797317;;3347
137576;Караганда, Nobby Interior (ИП Силантьева) ;пр. Н.Абдирова, д.25;;;ИП Силантьева;Nobby Interior;7012185725;;3347
137577;"Атырау, Салон &quot;PRIMUS&quot; (ИП Мирас) ";ул.Тайманова, д.133А, бут.46;"Рынок ""Байтерек""";;ИП Мирас;"Салон ""PRIMUS""";"7027454974; 7020009406";;6325
137641;Актобе, Салон АртДекор, Санкибай Батыра, 26Д (ТОО РИА Престиж) ;пр.Санкибай Батыра, д.26Д;"ТЦ ""Мерей-2""";;ТОО РИА Престиж;Салон АртДекор;7776455210;region1@premiera.kz;3691
137646;"Шымкент, Салон &quot;Премьера&quot;, ул.Акпан Батыра, д.111 (ТОО &quot;Evolution Technologies&quot;) ";ул.Акпан Батыра, д.111, этаж 1;отдельно стоящее здание;уг. ул. Жибек Жолы;"ТОО ""Evolution Technologies""";"Салон ""Премьера""";7010590024;"shym.sales@premiera.kz; shym.sales1@premiera.kz";3312
137708;"Томск, салон &amp;quot;Европласт&amp;quot;  (ООО Торговый Дом &amp;quot;Европласт-Сибирь&amp;quot;) ";ул.Кулева, 26/1 ;"салон ""Европласт"" ";;"ООО Торговый Дом ""Европласт-Сибирь""";"салон ""Европласт"" ";"+7 (3822) 53-01-30; +7 (983) 349-66-67";romantika2020@gmail.com;3215
138475;г. Москва, ИП Каюмов А. А. ;Ленинградское шоссе, д. 58, стр. 7, этаж -1, секция 021;"ТЦ Интерьер дизайн ""Водный""";;ИП Каюмов А. А. ;секция 021;"89037262365; 89261221749";;3109
138481;Москва, ВОДНЫЙ Интерьер центр (ИП Будза С.В.) ;Ленинградское шоссе, д. 58, стр. 7, этаж 2,  секция 203;ВОДНЫЙ Интерьер центр;;ИП Будза С.В.;Дом Лепнины;"9060378109; 9035844334";info@lepnostyle.ru;3109
139762;Санкт-Петербург, Piterra ТК «Кубатура» (PITERRA) ;ул. Фучика, д. 9А, этаж 1, секция 1.1А;Торговый комплекс «Кубатура»;Вход со стороны ул. Будапештская;;Колеровочный центр PITERRA;8007070167;shop@piterra.ru;3196
142336;"Москва, ТЦ &quot;Строймаркет на Рязанке&quot;  (ООО &quot;ПЛАНЕТА ДЕКОРА&quot;) ";г. Люберцы, 25-й км Новорязанского шоссе, стр. 16, пав. 51Г;"ТЦ ""Строймаркет на Рязанке""";Центральный въезд, первая линия со стороны трассы;"ООО ""ПЛАНЕТА ДЕКОРА""";"""ЛЕПНИНА""";88002225227;planeta-decora@mail.ru;3109
142949;"Москва, &amp;quot;ЛЕПНИНА&amp;quot; (ООО &amp;quot;ПЛАНЕТА ДЕКОРА&amp;quot;) ";Московская область, г. Ногинск, ул. Горьковское шоссе, 1В;"Павильон ""ЛЕПНИНА"", рядом с парковкой ТЦ ""Леруа Мерлен""";;"ООО ""ПЛАНЕТА ДЕКОРА""";"""ЛЕПНИНА""";+7 (800) 222-52-27;planeta-decora@mail.ru;3109
143604;Москва, Лепнина ЕВРОПЛИТ (ИП Каюмов А.А.) ;"МКАД, 41 км, Внешняя сторона, ТК ""МЕЛЬНИЦА"", павильон В19/4";Мельница;;ИП Каюмов А.А.;Лепнина ЕВРОПЛИТ;+7 (495) 669-17-20;info@europlit.ru;3109
144180;"Москва, Магазин &amp;quot;МИР РЕМОНТА&amp;quot; (ИП Новиков Д.А.) ";г. Орехово-Зуево, ул. Иванова, д. 8;;В здании ДОСААФ России;ИП Новиков Д.А.;"Магазин ""МИР РЕМОНТА""";+7 (496) 423-74-35;planeta-decora@mail.ru;3109
147624;Москва, Лепнина (ИП Бочкова И.С.) ;МКАД, 47-й километр, вл31с1, Галерея ремонта, павильон ;ТЦ Говорово;;ИП Бочкова И.С.;Лепнина;"+7 (925) 941-47-50; +7 (916) 316-34-38";info@evroplast-mos.ru;3109
147625;"Москва, Обойкин &amp;quot;Новомосковский&amp;quot; (Обойкин) ";Московская обл., ул. Хабарова, 2 , Новомосковский;ТЦ Новомосковский;Над магазином Окей;Обойкин;"Обойкин ""Новомосковский""";+7 (495) 627-75-75, доб. 182;nmsk@oboykin.ru;3109
147626;"Москва, Обойкин &amp;quot;Мозайка&amp;quot; (Обойкин) ";Москва, 7-я Кожуховская, д.9, ТРЦ Мозайка;ТРЦ Мозайка;;Обойкин;"Обойкин ""Мозайка""";+7 (495) 627-75-75, доб. 181;mozaika@oboykin.ru;3109
147634;Москва, DECOR TIME (ИП Харитонов М.В.) ;"Нижняя Сыромятническая ул., 10, стр. 3, вход ""B"", этаж 2";ARTPLAY;В здании Британской школы дизайна;ИП Харитонов М.В.;DECOR TIME;+7 (985) 809 50 14;million@cebos-color.com;3109
149800;Евпатория, салон современного интерьера (ИП Кондраков Р.В.) ;ул. Чапаева, д. 83, этаж 1;;;ИП Кондраков Р.В.;салон современного интерьера;+7 (916) 695-67-27;elitdomevpa@yandex.ru;149799
